sub	run	valence	rt_valence	arousal	rt_arousal	stimulus
t	1	NaN	NaN	NaN	NaN	A24_video.avi
t	1	NaN	NaN	NaN	NaN	
t	1	NaN	NaN	NaN	NaN	
t	1	NaN	NaN	NaN	NaN	
t	1	NaN	NaN	NaN	NaN	
t	1	NaN	NaN	NaN	NaN	
t	1	NaN	NaN	NaN	NaN	
t	1	NaN	NaN	NaN	NaN	
t	1	NaN	NaN	NaN	NaN	
t	1	NaN	NaN	NaN	NaN	
t	1	NaN	NaN	NaN	NaN	
t	1	NaN	NaN	NaN	NaN	
t	1	NaN	NaN	NaN	NaN	
t	1	NaN	NaN	NaN	NaN	
t	1	NaN	NaN	NaN	NaN	
t	1	NaN	NaN	NaN	NaN	
t	1	NaN	NaN	NaN	NaN	
t	1	NaN	NaN	NaN	NaN	
t	1	NaN	NaN	NaN	NaN	
t	1	NaN	NaN	NaN	NaN	
