TR	RelativeTime	Datetime	Description
50	100.0018297	23-Jan-2025 12:46:12	SimTR
48	100.0030978	23-Jan-2025 12:46:12	TrueTR
51	102.0032754	23-Jan-2025 12:46:14	SimTR
49	102.0045019	23-Jan-2025 12:46:14	TrueTR
52	104.0023787	23-Jan-2025 12:46:16	SimTR
50	104.0040642	23-Jan-2025 12:46:16	TrueTR
53	106.0020919	23-Jan-2025 12:46:18	SimTR
51	106.0036996	23-Jan-2025 12:46:18	TrueTR
52	107.9856488	23-Jan-2025 12:46:20	TrueTR
54	108.0356754	23-Jan-2025 12:46:20	SimTR
55	110.0033534	23-Jan-2025 12:46:22	SimTR
53	110.005135	23-Jan-2025 12:46:22	TrueTR
56	112.0044243	23-Jan-2025 12:46:24	SimTR
54	112.006168	23-Jan-2025 12:46:24	TrueTR
57	114.0039727	23-Jan-2025 12:46:26	SimTR
55	114.005376	23-Jan-2025 12:46:26	TrueTR
58	116.0039635	23-Jan-2025 12:46:28	SimTR
56	116.0055306	23-Jan-2025 12:46:28	TrueTR
57	117.9960342	23-Jan-2025 12:46:30	TrueTR
59	118.0000723	23-Jan-2025 12:46:30	SimTR
58	119.9925299	23-Jan-2025 12:46:32	TrueTR
60	120.000095	23-Jan-2025 12:46:32	SimTR
59	121.9930483	23-Jan-2025 12:46:34	TrueTR
61	122.0000897	23-Jan-2025 12:46:34	SimTR
60	123.9903807	23-Jan-2025 12:46:36	TrueTR
62	124.000031	23-Jan-2025 12:46:36	SimTR
61	125.9895564	23-Jan-2025 12:46:38	TrueTR
63	126.0000101	23-Jan-2025 12:46:38	SimTR
64	128.0361354	23-Jan-2025 12:46:40	SimTR
62	128.0373654	23-Jan-2025 12:46:40	TrueTR
65	130.0027573	23-Jan-2025 12:46:42	SimTR
63	130.0044934	23-Jan-2025 12:46:42	TrueTR
66	132.0028347	23-Jan-2025 12:46:44	SimTR
64	132.0039814	23-Jan-2025 12:46:44	TrueTR
67	134.0041591	23-Jan-2025 12:46:46	SimTR
65	134.0059875	23-Jan-2025 12:46:46	TrueTR
68	136.0050668	23-Jan-2025 12:46:48	SimTR
66	136.0067844	23-Jan-2025 12:46:48	TrueTR
69	138.0364298	23-Jan-2025 12:46:50	SimTR
67	138.0377153	23-Jan-2025 12:46:50	TrueTR
70	140.0029728	23-Jan-2025 12:46:52	SimTR
68	140.0049576	23-Jan-2025 12:46:52	TrueTR
71	142.0047111	23-Jan-2025 12:46:54	SimTR
69	142.0063313	23-Jan-2025 12:46:54	TrueTR
72	144.0044238	23-Jan-2025 12:46:56	SimTR
70	144.0061986	23-Jan-2025 12:46:56	TrueTR
73	146.0366642	23-Jan-2025 12:46:58	SimTR
71	146.0383226	23-Jan-2025 12:46:58	TrueTR
74	148.00932	23-Jan-2025 12:47:00	SimTR
72	148.0106556	23-Jan-2025 12:47:00	TrueTR
73	149.9872337	23-Jan-2025 12:47:02	TrueTR
75	150.0000479	23-Jan-2025 12:47:02	SimTR
74	151.9885282	23-Jan-2025 12:47:04	TrueTR
76	152.0001085	23-Jan-2025 12:47:04	SimTR
77	154.000091	23-Jan-2025 12:47:06	SimTR
75	154.0018544	23-Jan-2025 12:47:06	TrueTR
78	156.0000109	23-Jan-2025 12:47:08	SimTR
76	156.0013248	23-Jan-2025 12:47:08	TrueTR
79	158.000056	23-Jan-2025 12:47:10	SimTR
77	158.0027193	23-Jan-2025 12:47:10	TrueTR
80	160.0204394	23-Jan-2025 12:47:12	SimTR
78	160.0215658	23-Jan-2025 12:47:12	TrueTR
81	162.0204167	23-Jan-2025 12:47:14	SimTR
79	162.0221742	23-Jan-2025 12:47:14	TrueTR
82	164.0205008	23-Jan-2025 12:47:16	SimTR
80	164.0218994	23-Jan-2025 12:47:16	TrueTR
83	166.0206797	23-Jan-2025 12:47:18	SimTR
81	166.0219505	23-Jan-2025 12:47:18	TrueTR
84	168.0207209	23-Jan-2025 12:47:20	SimTR
82	168.0228286	23-Jan-2025 12:47:20	TrueTR
85	170.020702	23-Jan-2025 12:47:22	SimTR
83	170.0241259	23-Jan-2025 12:47:22	TrueTR
86	172.020764	23-Jan-2025 12:47:24	SimTR
84	172.0226768	23-Jan-2025 12:47:24	TrueTR
87	174.0227928	23-Jan-2025 12:47:26	SimTR
85	174.0240298	23-Jan-2025 12:47:26	TrueTR
88	176.0209413	23-Jan-2025 12:47:28	SimTR
86	176.0221603	23-Jan-2025 12:47:28	TrueTR
89	178.0210682	23-Jan-2025 12:47:30	SimTR
87	178.0223495	23-Jan-2025 12:47:30	TrueTR
88	179.9985096	23-Jan-2025 12:47:32	TrueTR
90	180.0000985	23-Jan-2025 12:47:32	SimTR
89	181.9966225	23-Jan-2025 12:47:34	TrueTR
91	182.0000854	23-Jan-2025 12:47:34	SimTR
90	183.9958075	23-Jan-2025 12:47:36	TrueTR
92	184.0000777	23-Jan-2025 12:47:36	SimTR
91	185.9939934	23-Jan-2025 12:47:38	TrueTR
93	186.0000847	23-Jan-2025 12:47:38	SimTR
92	187.9930581	23-Jan-2025 12:47:40	TrueTR
94	188.0000925	23-Jan-2025 12:47:40	SimTR
95	190.0048945	23-Jan-2025 12:47:42	SimTR
93	190.0071025	23-Jan-2025 12:47:42	TrueTR
96	192.0048519	23-Jan-2025 12:47:44	SimTR
94	192.0061215	23-Jan-2025 12:47:44	TrueTR
97	194.004833	23-Jan-2025 12:47:46	SimTR
95	194.0060372	23-Jan-2025 12:47:46	TrueTR
98	196.004781	23-Jan-2025 12:47:48	SimTR
96	196.0059178	23-Jan-2025 12:47:48	TrueTR
97	197.9907901	23-Jan-2025 12:47:50	TrueTR
99	198.0228083	23-Jan-2025 12:47:50	SimTR
100	200.0068645	23-Jan-2025 12:47:52	SimTR
98	200.0080169	23-Jan-2025 12:47:52	TrueTR
101	202.0050162	23-Jan-2025 12:47:54	SimTR
99	202.00611	23-Jan-2025 12:47:54	TrueTR
102	204.0051499	23-Jan-2025 12:47:56	SimTR
100	204.0064254	23-Jan-2025 12:47:56	TrueTR
103	206.0051974	23-Jan-2025 12:47:58	SimTR
101	206.0069712	23-Jan-2025 12:47:58	TrueTR
104	208.0056793	23-Jan-2025 12:48:00	SimTR
102	208.0072767	23-Jan-2025 12:48:00	TrueTR
105	210.005409	23-Jan-2025 12:48:02	SimTR
103	210.007003	23-Jan-2025 12:48:02	TrueTR
106	212.0000231	23-Jan-2025 12:48:04	SimTR
104	212.002656	23-Jan-2025 12:48:04	TrueTR
105	213.997039	23-Jan-2025 12:48:06	TrueTR
