TR	RelativeTime	Datetime	Description
1	2.0027271	29-Jan-2025 16:42:56	SimTR
0	2.0163875	29-Jan-2025 16:42:56	TrueTR
2	4.002541	29-Jan-2025 16:42:58	SimTR
1	4.0046274	29-Jan-2025 16:42:58	TrueTR
3	6.0196962	29-Jan-2025 16:43:00	SimTR
2	6.022965	29-Jan-2025 16:43:00	TrueTR
4	8.0028658	29-Jan-2025 16:43:02	SimTR
3	8.0047107	29-Jan-2025 16:43:02	TrueTR
4	9.9915853	29-Jan-2025 16:43:04	TrueTR
5	10.0223568	29-Jan-2025 16:43:04	SimTR
6	12.0218955	29-Jan-2025 16:43:06	SimTR
5	12.0240649	29-Jan-2025 16:43:06	TrueTR
7	14.0040322	29-Jan-2025 16:43:08	SimTR
6	14.0053802	29-Jan-2025 16:43:08	TrueTR
8	16.0034081	29-Jan-2025 16:43:10	SimTR
7	16.0047733	29-Jan-2025 16:43:10	TrueTR
9	18.0061731	29-Jan-2025 16:43:12	SimTR
8	18.0074704	29-Jan-2025 16:43:12	TrueTR
10	20.003258	29-Jan-2025 16:43:14	SimTR
9	20.0047049	29-Jan-2025 16:43:14	TrueTR
11	22.0033284	29-Jan-2025 16:43:16	SimTR
10	22.0046534	29-Jan-2025 16:43:16	TrueTR
12	24.0001447	29-Jan-2025 16:43:18	SimTR
11	25.9950571	29-Jan-2025 16:43:20	TrueTR
13	26.0001047	29-Jan-2025 16:43:20	SimTR
12	27.9935757	29-Jan-2025 16:43:22	TrueTR
14	28.0001111	29-Jan-2025 16:43:22	SimTR
15	30.0001144	29-Jan-2025 16:43:24	SimTR
16	32.000157	29-Jan-2025 16:43:26	SimTR
13	32.0057839	29-Jan-2025 16:43:26	TrueTR
17	34.0199766	29-Jan-2025 16:43:28	SimTR
14	34.0213861	29-Jan-2025 16:43:28	TrueTR
18	36.0200215	29-Jan-2025 16:43:30	SimTR
15	36.0215397	29-Jan-2025 16:43:30	TrueTR
19	38.0201591	29-Jan-2025 16:43:32	SimTR
16	38.0215701	29-Jan-2025 16:43:32	TrueTR
20	40.0206591	29-Jan-2025 16:43:34	SimTR
17	40.0221439	29-Jan-2025 16:43:34	TrueTR
21	42.0205466	29-Jan-2025 16:43:36	SimTR
18	42.0221127	29-Jan-2025 16:43:36	TrueTR
22	44.0204387	29-Jan-2025 16:43:38	SimTR
19	44.0218089	29-Jan-2025 16:43:38	TrueTR
23	46.0062642	29-Jan-2025 16:43:40	SimTR
20	46.0081622	29-Jan-2025 16:43:40	TrueTR
24	48.0216584	29-Jan-2025 16:43:42	SimTR
21	48.0229903	29-Jan-2025 16:43:42	TrueTR
25	50.0207054	29-Jan-2025 16:43:44	SimTR
22	50.0222425	29-Jan-2025 16:43:44	TrueTR
26	52.0226975	29-Jan-2025 16:43:46	SimTR
23	52.0247138	29-Jan-2025 16:43:46	TrueTR
27	54.0207348	29-Jan-2025 16:43:48	SimTR
